reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-IXX,801414,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IXY,801465,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IXZ,80146D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYA,800C65,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYB,800C6D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYC,800C6E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYD,800C99,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYE,800C9B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYF,800CBF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-IYG,800CBE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYH,800CC2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYI,800CC3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYJ,800CE0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYK,800CE1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYL,800CF7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IYM,800CF8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYN,800CFA,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYO,800CFB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYP,800D6A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYQ,800D8A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYR,800D9D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IYS,801446,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYT,800DB1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYU,800DB2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYV,801389,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-IYW,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYX,8013BB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IYY,800FD1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-IYZ,800DB7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-IZA,800D02,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IZB,800D09,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IZC,800D0A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IZD,800D0F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZE,800D10,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZF,800D2D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZG,800D2B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZH,800D2C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZI,800D32,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZJ,800D33,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZK,800D34,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZL,800D35,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZM,800D36,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZN,800D37,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZO,800D4A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-01-24,8688,2019,"Jackson Square Aviation Ireland Limited Dublin 2, Ireland",Same As Owner
VT-IZP,800D4B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-01-22,8702,2019,Jackson Square Aviation Ireland Limited New Delhi-110030,Same As Owner
VT-IZQ,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-02-21,8737,2019,"Pembroke Aircraft Leasing 4 Limited Dublin 2, Ireland",Same As Owner
VT-IZR,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZS,800D4D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-02-26,8782,2019,"Padma Aviation Leasing Limited Dublin 2, Ireland",Same As Owner
VT-IZT,800D5E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-03-06,8789,2019,"Klaatu Aircraft Leasing (Ireland) Limited. Dublin 2, Ireland",Same As Owner
VT-IZU,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZV,800D6C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IZW,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZX,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZY,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IZZ,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-JPR,800CC9,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-JRA,8015F7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRB,801612,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRE,801600,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRF,801659,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRH,801666,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRI,801665,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-JRT,800B43,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-KHU,8015D6,FlyBig,Big Charter Pvt. Ltd.,scheduled,SC-07,2025-12-13,DHC-6-400 (Twin Otter),DHC6,De Havilland Canada,DHC-6 Twin Otter,FW,19,19,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-KNP,800C35,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,DO 228-201,D228,Dornier / HAL,Dornier 228,FW,16,16,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-KOC,800CC0,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-KSS,801505,GSEC Monarch & Deccan Charters,GSEC Monarch and Deccan Aviation Pvt. Ltd.,scheduled,SC-09,2025-06-23,Cessna Grand,C208,Cessna,Cessna 208 Grand Caravan,FW,9,9,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-KTM,80138C,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-KUL,800D3C,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-01-09,3370,2008,"Merah Duabelas Limited Territory Of Labuan, Malaysia","Red Lotus Aviation Limited Dublin 2, Ireland"
VT-MAX,800CD9,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-MLE,8013BD,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-MXA,800CF2,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-MXB,800CF3,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-MXC,800CF4,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-MXD,800D13,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-MXE,800D14,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-MXI,800D1B,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-NAA,800741,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,B787-8,B788,Boeing,Boeing 787-8,FW,256,256,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-NAC,800742,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,B787-8,B788,Boeing,Boeing 787-8,FW,256,256,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-NAG,80139F,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-PNQ,800BEA,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-PPH,800441,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-PPI,80047C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-PPJ,80047A,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-PPK,8004A6,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,,
VT-PPL,8004D5,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-04-30,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-PPM,8004D6,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2009-04-30,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-PPO,80052B,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-PPQ,80052D,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-PPT,80053E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2009-11-03,,,NATIONAL AVIATION COMPANY OF INDIA LIMITED,
VT-PPU,800543,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2009-11-30,,,NATIONAL AVIATION COMPANY OF INDIA LIMITED,
VT-PPV,800579,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2009-12-24,,,,
VT-PPW,80057B,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2010-01-29,,,NATIONAL AVIATION COMPANY OF INDIA LIMITED,
VT-PPX,80058A,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-211,A321,Airbus,Airbus A321,FW,182,182,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2010-05-03,,,NATIONAL AVIATION COMPANY OF INDIA LIMITED,
VT-RED,,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-RKC,800C09,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-RKD,800C0A,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-RKE,800C3A,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-RKF,800C3B,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-RKG,800C4E,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-RKH,800C7F,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-RKJ,800CBB,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-RKK,800CE7,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-RKL,800D3B,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-RKM,800D52,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR72-600,AT76,ATR,ATR 72-600,FW,70,70,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-02-19,1463,2019,"Msn 1463 Leasing Spc Limited Dubai, United Arab Emirates","Dae Leasing (Ireland) 24 Limited Dublin 1, Ireland"
VT-RTB,801590,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTC,801591,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-RTD,801595,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-RTE,801594,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A321-251NX,A21N,Airbus,Airbus A321neo,FW,192,192,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTF,80160D,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTG,801627,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTH,801626,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTI,801638,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTJ,801645,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTK,801657,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTL,801671,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTO,801615,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTP,80161C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTQ,801613,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTS,801667,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
